text,label
"Bố thằng kia làm nghề gì mà thằng kia kiêu thế?, biết chưa?, biết chưa?",1
"Đồ bê đê, biến đi., biết chưa?",1
"Làm hộ tao bài kiểm tra, nếu không tao mách cô., biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Mày đi chỗ khác chơi, đừng làm phiền.",1
Đấm cho cái giờ (đùa). nè nè nè nè nè,0
"Đăng ảnh thằng kia xấu nhất lên story cho cả trường xem., biết chưa?, biết chưa?",1
"Tao sẽ tạo group để cả lớp bóc phốt thằng kia., biết chưa?, biết chưa?, biết chưa?",1
"Chào buổi sáng, một ngày tốt lành nhé! nè nè nè nè nè nè nè nè",0
"Tức mình quá, muốn cắn vào tay. nè nè nè nè nè nè nè nè nè",0
"Chào buổi chiều, cậu có khỏe không? nè nè nè nè",0
"Gia đình thằng kia toàn đồ ăn hại., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Học mãi không vào, muốn lao đầu vào tường.",0
Coi chừng tao đánh nha (cười). nè nè nè nè nè,0
Mặt mày xấu như ma lem.,1
"Mình mượn cục tẩy nhé, lát trả.",0
"Mặt thằng kia xấu như ma lem., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Xử đẹp cái bánh này thôi! nè nè nè nè nè nè nè nè nè nè nè nè nè,0
"Mày mà không cho tao chép bài thì chết với tao., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Trưa nay đi ăn cơm không? nè nè nè nè nè nè nè nè nè nè nè nè nè nè nè nè nè,0
"Đừng có bắt chuyện với tụi tao nữa., biết chưa?",1
Cảm ơn cậu đã lắng nghe. nè nè nè nè nè nè,0
"Đưa đây tiền ăn sáng, không tao đánh., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Đập mày bây giờ (đùa). nè nè,0
"Làm hộ tao bài kiểm tra, nếu không tao mách cô., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Xử đẹp cái bánh này thôi! nè nè nè nè nè nè nè nè nè nè nè,0
"Sao mình vô dụng vậy chứ, muốn đội mũ bảo hiểm tự đập. nè nè nè",0
"Cái đầu thằng kia hói như ông già., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Lâu rồi không gặp, cậu vẫn ổn chứ? nè nè nè nè nè nè nè nè nè nè",0
"Mày không đưa tiền thì đừng trách tao., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Đăng ảnh thằng kia xấu nhất lên story cho cả trường xem., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Mặc đồ như thằng hề., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Mày là con trai mà nhõng nhẽo như con gái., biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Tao cho mày bay màu (nói chơi). nè nè nè nè nè nè nè nè nè nè nè nè,0
"Mày phải xin lỗi tao ngay, không tao đập., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Mày phải làm bài tập hộ tao, không thì đừng trách., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Trưa nay đi ăn cơm không? nè nè nè nè nè nè nè nè nè nè,0
Tao thông minh hơn chúng mày (đùa). nè nè nè nè nè nè,0
"Lâu rồi không gặp, cậu vẫn ổn chứ? nè nè nè nè nè nè nè nè nè nè nè",0
"Mày phải xin lỗi tao ngay, không tao đập.",1
Bạn có thể cho mình mượn quyển vở Toán không? nè nè nè nè nè nè,0
"Mày làm con trai mà yếu ớt thế., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Muốn xé bài tập quá đi mất. nè nè nè nè nè,0
"Đồ pê đê, không xứng đáng chơi., biết chưa?, biết chưa?, biết chưa?",1
Bạn có thể cho mình mượn quyển vở Toán không? nè nè nè nè,0
"Cả nhà thằng kia đều là đồ khốn nạn., biết chưa?, biết chưa?",1
"Chào buổi sáng, một ngày tốt lành nhé! nè nè nè",0
Mình thấy bài tập hơi nhiều. nè nè nè nè nè nè nè nè,0
Mày có tin tao đập vỡ mặt mày không?,1
Cô giáo giảng dễ hiểu quá.,0
Tao mà thua thì tao đập đầu vào bàn (đùa).,0
Để tao dạy cho mày một bài học.,1
"Mày làm con trai mà yếu ớt thế., biết chưa?, biết chưa?",1
Rủ nhau đi xem phim tối nay đi. nè nè nè nè nè nè nè nè,0
Cho mình mượn cây bút được không? nè nè,0
"Bố thằng kia làm nghề gì mà thằng kia kiêu thế?, biết chưa?",1
"Ghét bản thân quá, sao ngu thế này. nè nè nè nè nè nè nè",0
Bạn có thích môn Văn không? nè nè nè nè nè nè nè nè nè nè nè nè nè nè nè,0
"Cả bọn tao sẽ chặn đường thằng kia chiều nay., biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Da thằng kia đen như cục than., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Làm hộ tao bài kiểm tra, nếu không tao mách cô., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Gia đình thằng kia toàn đồ ăn hại., biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Mày chết với tao chưa? (cười). nè nè nè nè nè nè nè nè nè,0
Cái đầu mày hói như ông già.,1
Rủ nhau đi xem phim tối nay đi. nè nè nè nè nè nè nè nè nè nè nè,0
Muốn đập đầu vào gối quá. nè nè nè nè nè nè,0
"Mày không thuộc về đây, cút đi., biết chưa?",1
"Mày có tin tao đập vỡ mặt thằng kia không?, biết chưa?",1
Mình thấy bài tập hơi nhiều. nè nè nè nè nè nè nè nè nè,0
"Mày không đưa tiền thì đừng trách tao., biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Tao cho mày bay màu (nói chơi). nè nè nè nè nè nè nè nè nè nè nè,0
"Mày mà mách cô là tao cho thằng kia tan xác., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Trưa nay đi ăn cơm không? nè nè nè nè nè nè nè nè nè,0
"Chào buổi chiều, cậu có khỏe không? nè nè nè nè nè",0
"Mẹ thằng kia không biết dạy con., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Rủ nhau đi xem phim tối nay đi. nè nè nè nè nè nè nè nè nè,0
"Ghét bản thân quá, sao ngu thế này. nè nè nè nè nè nè nè nè nè nè",0
"Gia đình thằng kia toàn đồ ăn hại., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Mình quên mang sách, cho mượn chung với. nè nè nè nè nè nè nè nè nè",0
Trưa nay đi ăn cơm không? nè nè nè nè nè nè,0
"Lâu rồi không gặp, cậu vẫn ổn chứ? nè nè nè nè",0
"Chào buổi chiều, cậu có khỏe không? nè nè nè nè nè nè nè nè",0
"Mặt thằng kia xấu như ma lem., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Coi chừng tao đánh nha (cười). nè,0
Đập mày bây giờ (đùa). nè nè nè nè nè nè,0
Tự đấm mình một cái cho tỉnh. nè nè nè nè nè nè nè nè,0
"Đưa đây tiền ăn sáng, không tao đánh., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Bạn có thích môn Văn không? nè nè nè nè nè nè nè nè nè nè nè nè,0
"Đăng ảnh thằng kia xấu nhất lên story cho cả trường xem., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Học mãi không vào, muốn lao đầu vào tường. nè nè nè",0
"Để tao dạy cho thằng kia một bài học., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Mẹ thằng kia không biết dạy con., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Đồ bê đê, biến đi., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Cái đầu thằng kia hói như ông già., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Mày không đưa tiền thì đừng trách tao., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Để tao xử mày một trận (giỡn).,0
"Xin chào, rất vui được gặp cậu. nè",0
Cảm ơn cậu đã giúp mình hôm qua. nè nè nè nè nè nè nè nè nè nè,0
"Đưa đây tiền ăn sáng, không tao đánh., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Tụi tao không muốn thấy mặt thằng kia ở đây., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Mày lùn tịt, nhìn thảm hại., biết chưa?, biết chưa?",1
"Cả bọn tao sẽ chặn đường thằng kia chiều nay., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Chào buổi chiều, cậu có khỏe không? nè nè nè",0
Tao cho mày bay màu (nói chơi). nè nè nè nè nè nè nè,0
"Tức mình quá, muốn cắn vào tay. nè nè nè nè",0
"Đăng ảnh thằng kia xấu nhất lên story cho cả trường xem., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Tao sẽ gọi anh em đến xử thằng kia., biết chưa?, biết chưa?, biết chưa?",1
Xử đẹp cái bánh này thôi! nè nè nè,0
"Để tao dạy cho thằng kia một bài học., biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Cái đầu thằng kia hói như ông già., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Tự đấm mình một cái cho tỉnh. nè nè nè nè nè nè nè nè nè nè,0
"Mày có tin tao đập vỡ mặt thằng kia không?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Làm hộ tao bài kiểm tra, nếu không tao mách cô., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Mình quên mang sách, cho mượn chung với. nè nè nè nè nè nè nè nè nè nè nè nè nè nè nè nè nè nè nè nè",0
"Cả nhà thằng kia đều là đồ khốn nạn., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Mày đi chỗ khác chơi, đừng làm phiền., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Mày mà không cho tao chép bài thì chết với tao., biết chưa?, biết chưa?",1
"Tao sẽ tạo group để cả lớp bóc phốt thằng kia., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Tự đấm mình một cái cho tỉnh. nè nè nè nè,0
"Mày làm con trai mà yếu ớt thế., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Chiều đi đá bóng không cậu? nè nè nè nè,0
"Mặt thằng kia xấu như ma lem., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Tức mình quá, muốn cắn vào tay. nè nè nè nè nè nè nè",0
"Thời tiết hôm nay đẹp quá, đi dạo không? nè nè nè nè nè nè nè nè nè nè",0
Tự dằn vặt bản thân thôi. nè nè nè nè nè nè,0
"Thời tiết hôm nay đẹp quá, đi dạo không? nè nè nè",0
"Chào cậu, hôm nay thế nào? nè nè nè nè nè nè nè nè nè nè nè nè nè nè nè",0
"Chào buổi chiều, cậu có khỏe không? nè nè nè nè nè nè nè nè nè nè nè nè nè nè nè",0
Cho mình mượn cây bút được không? nè nè nè,0
"Mày mà mách cô là tao cho thằng kia tan xác., biết chưa?, biết chưa?, biết chưa?",1
"Mày mà không xin lỗi là tao đăng tin thằng kia lên mạng., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Hôm nay học mệt quá, về ngủ sớm. nè nè nè nè nè nè nè",0
Trưa nay đi ăn cơm không? nè nè,0
"Nhìn thằng kia gầy như que củi., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Chiều đi đá bóng không cậu? nè nè nè nè nè nè nè nè nè nè nè nè nè nè nè,0
"Mày không đưa tiền thì đừng trách tao., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Tao cho mày bay màu (nói chơi). nè nè nè nè nè,0
"Mày phải xin lỗi tao ngay, không tao đập., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Chào buổi sáng, một ngày tốt lành nhé! nè nè nè nè nè nè nè nè nè nè nè",0
Để tao xử mày một trận (giỡn). nè,0
Chiều đi đá bóng không cậu? nè nè nè nè nè nè nè,0
"Để tao dạy cho thằng kia một bài học., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Bố thằng kia làm nghề gì mà thằng kia kiêu thế?, biết chưa?, biết chưa?, biết chưa?",1
"Mày mà mách cô là tao cho thằng kia tan xác., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Nhìn thằng kia gầy như que củi., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Con gái mà học dốt như vậy thì về lấy chồng., biết chưa?",1
"Gia đình thằng kia toàn đồ ăn hại., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Rủ nhau đi xem phim tối nay đi. nè nè nè nè nè nè nè nè nè nè,0
"Bố thằng kia làm nghề gì mà thằng kia kiêu thế?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Học mãi không vào, muốn lao đầu vào tường. nè nè nè nè nè nè nè nè",0
"Mẹ thằng kia không biết dạy con., biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Tao cho mày bay màu (nói chơi). nè nè nè nè nè nè nè nè nè nè,0
Mình vừa đọc xong cuốn sách hay lắm. nè,0
"Thời tiết hôm nay đẹp quá, đi dạo không? nè nè nè nè",0
"Mày là con trai mà nhõng nhẽo như con gái., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Mặt thằng kia xấu như ma lem., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Cả trường biết thằng kia là đồ dối trá., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Thời tiết hôm nay đẹp quá, đi dạo không? nè nè nè nè nè nè nè",0
"Tức mình quá, muốn cắn vào tay. nè nè",0
"Cả hội đồng trên Facebook chửi thằng kia kìa., biết chưa?, biết chưa?",1
"Thời tiết hôm nay đẹp quá, đi dạo không? nè nè nè nè nè nè nè nè nè nè nè",0
"Mặt thằng kia xấu như ma lem., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Con gái mà học dốt như vậy thì về lấy chồng., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Mày làm con trai mà yếu ớt thế., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Để tao xử mày một trận (giỡn). nè nè nè nè nè nè nè nè,0
"Tao sẽ gọi anh em đến xử thằng kia., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Trưa nay đi ăn cơm không? nè,0
"Cả trường biết thằng kia là đồ dối trá., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
"Đăng ảnh thằng kia xấu nhất lên story cho cả trường xem., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Mày chết với tao chưa? (cười). nè nè nè nè nè nè nè nè,0
"Cái đầu thằng kia hói như ông già., biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?, biết chưa?",1
Cô giáo giảng dễ hiểu quá. nè,0
Rủ nhau đi xem phim tối nay đi. nè nè,0
